Franchise ID,names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
11,Halloween,11/22/2007,62,Horror,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger.","Scout Taylor-Compton, Laurie Strode, Tyler Mane, Michael Myers, Malcolm McDowell, Dr. Samuel Loomis, Daeg Faerch, Michael Myers, Age 10, Sheri Moon Zombie, Deborah Myers, Danielle Harris, Annie Brackett, Brad Dourif, Sheriff Leigh Brackett, William Forsythe, Ronnie White, Kristina Klebe, Lynda van der Klok",Halloween, Released, English,15000000,77514401,AU
11,Halloween 4: The Return of Michael Myers,2/9/1989,62,"Horror, Thriller","The apparently comatose Michael Myers is being transferred from one hospital to another, but he wakes up when the ambulance crew talk about his surviving niece, Jamie. After slaughtering his attendants, Myers sets out to find his one living relative who is, fortunately, being cared for by a kind and resourceful foster sister named Rachel. Meanwhile, the ever-cautious Dr. Loomis remains on the killer's path.","Donald Pleasence, Dr. Sam Loomis, Danielle Harris, Jamie Lloyd, Ellie Cornell, Rachel Carruthers, George P. Wilbur, Michael Myers, Michael Pataki, Dr. Hoffman, Beau Starr, Sheriff Ben Meeker, Kathleen Kinmont, Kelly Meeker, Sasha Jenson, Brady, Gene Ross, Earl",Halloween 4: The Return of Michael Myers, Released, English,5000000,17768757,AU
11,Halloween 5: The Revenge of Michael Myers,10/12/1989,54,"Horror, Thriller","Presumed dead after a shoot-out with the Haddonfield police, Michael Myers is secretly nursed back to health â€” and returns a year later to kill again and once more targets his young niece, Jamie. Jamie is now recovering in the local children's hospital after attacking her stepmother and losing her voice. Her mental link with her evil uncle may be the key to uprooting her family tree.","Donald Pleasence, Dr. Sam Loomis, Danielle Harris, Jamie Lloyd, Ellie Cornell, Rachel Carruthers, Wendy Foxworth, Tina Williams, Beau Starr, Sheriff Meeker, Don Shanks, Michael Myers, Jeffrey Landman, Billy Hill, Tamara Glynn, Samantha Thomas, Matthew Walker, Spitz",Halloween 5: The Revenge of Michael Myers, Released, English,6000000,11642254,AU
11,Halloween Ends,10/13/2022,63,"Horror, Thriller","Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she canâ€™t control, once and for all.","Jamie Lee Curtis, Laurie Strode, Andi Matichak, Allyson Nelson, Rohan Campbell, Corey Cunningham, Will Patton, Frank Hawkins, James Jude Courtney, The Shape, Kyle Richards, Lindsey Wallace, Omar Dorsey, Sheriff Barker, Jesse C. Boyd, Officer Doug Mulaney, Joanne Baron, Joan Cunningham",Halloween Ends, Released, English,20000000,105199765,AU
11,Halloween II,4/29/1982,66,Horror,"After failing to kill stubborn survivor Laurie and taking a bullet or six from former psychiatrist Dr. Sam Loomis, Michael Myers has followed Laurie to the Haddonfield Memorial Hospital, where she's been admitted for Myers' attempt on her life. The institution proves to be particularly suited to serial killers, however, as Myers cuts, stabs and slashes his way through hospital staff to reach his favorite victim.","Jamie Lee Curtis, Laurie Strode, Donald Pleasence, Dr. Sam Loomis, Charles Cyphers, Sheriff Leigh Brackett, Jeffrey Kramer, Graham, Lance Guest, Jimmy Lloyd, Pamela Susan Shoop, Karen, Ana Alicia, Janet, Kyle Richards, Lindsey, Tawny Moyer, Jill",Halloween II, Released, English,2500000,25533818,AU
11,Halloween II,8/28/2009,54,Horror,"Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois. Meanwhile, Michael prepares for another reunion with his sister.","Scout Taylor-Compton, Laurie Strode, Malcolm McDowell, Dr. Samuel Loomis, Brad Dourif, Sheriff Lee Brackett, Tyler Mane, Michael Myers, Sheri Moon Zombie, Deborah Myers, Angela Trimbur, Harley David, Danielle Harris, Annie Brackett, Chase Wright Vanek, Young Michael, Caroline Williams, Dr. Maple",Halloween II, Released, English,2500000,25533818,US
11,Halloween III: Season of the Witch,6/16/1983,51,"Horror, Mystery, Science Fiction","Dr. Daniel Challis and Ellie Grimbridge stumble onto a gruesome murder scheme when Ellie's novelty-salesman father, Harry, is killed while in possession of a halloween mask made by the Silver Shamrock mask company. The company's owner, Conal Cochran, wants to return Halloween to its darker roots using his masks -- and his unspeakable scheme would unleash death and destruction across the country.","Tom Atkins, Dr. Daniel 'Dan' Challis, Stacey Nelkin, Ellie Grimbridge, Dan O'Herlihy, Conal Cochran, Michael Currie, Rafferty, Ralph Strait, Buddy Kupfer, Jadeen Barbor, Betty Kupfer, Brad Schacter, 'Little' Buddy Kupfer Jr., Garn Stephens, Marge Guttman, Nancy Loomis, Linda Challis",Halloween III: Season of the Witch, Released, English,2500000,14400000,AU
11,Halloween Kills,10/28/2021,66,"Horror, Thriller","The nightmare isn't over as unstoppable killer Michael Myers escapes from Laurie Strode's trap to continue his ritual bloodbath. Injured and taken to the hospital, Laurie fights through the pain as she inspires residents of Haddonfield, to rise up against Myers. Taking matters into their own hands, the Strode women and other survivors form a vigilante mob to hunt down Michael and end his reign of terror once and for all.","Jamie Lee Curtis, Laurie Strode, Judy Greer, Karen Nelson, Andi Matichak, Allyson Nelson, James Jude Courtney, The Shape, Nick Castle, The Shape, Airon Armstrong, The Shape (1978), Will Patton, Officer Hawkins, Thomas Mann, Young Hawkins, Jim Cummings, Pete McCabe",Halloween Kills, Released, English,20000000,130851162,AU
11,Halloween: Resurrection,11/28/2002,47,"Horror, Thriller","Serial Killer Michael Myers is not finished with Laurie Strode, and their rivalry finally comes to an end. But is this the last we see of Myers? Freddie Harris and Nora Winston are reality programmers at DangerTainment, and are planning to send a group of 6 thrill-seeking teenagers into the childhood home of Myers. Cameras are placed all over the house and no one can get out of the house... and then Michael arrives home!","Jamie Lee Curtis, Laurie Strode, Brad Loree, Michael Myers, Busta Rhymes, Freddie Harris, Bianca Kajlich, Sara Moyer, Katee Sackhoff, Jen, Thomas Ian Nicholas, Bill, Tyra Banks, Nora, Sean Patrick Thomas, Rudy, Ryan Merriman, Myles Barton",Halloween: Resurrection, Released, English,15000000,37659652,AU
11,Halloween: The Curse of Michael Myers,9/29/1995,52,"Horror, Thriller","Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.","Donald Pleasence, Dr. Sam Loomis, Paul Rudd, Tommy Doyle, Marianne Hagan, Kara Strode, Mitchell Ryan, Dr. Terence Wynn, Kim Darby, Debra Strode, Mariah O'Brien, Beth, Keith Bogart, Tim Strode, Susan Swift, Mary, J.C. Brandy, Jamie Lloyd",Halloween: The Curse of Michael Myers, Released, English,5000000,15126948,AU
12,Harry Potter and the Chamber of Secrets,11/28/2002,77,"Adventure, Fantasy","Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermioneâ€™s magical abilities and courage.","Daniel Radcliffe, Harry Potter, Rupert Grint, Ron Weasley, Emma Watson, Hermione Granger, Kenneth Branagh, Gilderoy Lockhart, John Cleese, Nearly Headless Nick (Sir Nicholas), Robbie Coltrane, Rubeus Hagrid, Warwick Davis, Filius Flitwick, Richard Griffiths, Vernon Dursley, Richard Harris, Albus Dumbledore",Harry Potter and the Chamber of Secrets, Released, English,100000000,874954530,AU
12,Harry Potter and the Deathly Hallows: Part 1,11/13/2010,78,"Adventure, Fantasy","Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.","Daniel Radcliffe, Harry Potter, Rupert Grint, Ron Weasley, Emma Watson, Hermione Granger, Helena Bonham Carter, Bellatrix Lestrange, Robbie Coltrane, Rubeus Hagrid, Ralph Fiennes, Lord Voldemort, Michael Gambon, Albus Dumbledore, Bill Nighy, Rufus Scrimgeour, Brendan Gleeson, Alastor ""Mad-Eye"" Moody",Harry Potter and the Deathly Hallows: Part 1, Released, English,250000000,954305868,AU
12,Harry Potter and the Deathly Hallows: Part 2,7/13/2011,81,"Fantasy, Adventure","Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.","Daniel Radcliffe, Harry Potter, Rupert Grint, Ron Weasley, Emma Watson, Hermione Granger, Ralph Fiennes, Lord Voldemort, Alan Rickman, Severus Snape, Helena Bonham Carter, Bellatrix Lestrange, Maggie Smith, Minerva McGonagall, Michael Gambon, Albus Dumbledore, John Hurt, Ollivander",Harry Potter and the Deathly Hallows: Part 2, Released, English,125000000,1341511219,AU
12,Harry Potter and the Goblet of Fire,12/1/2005,78,"Adventure, Fantasy, Family","When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schoolsâ€”the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.","Daniel Radcliffe, Harry Potter, Rupert Grint, Ron Weasley, Emma Watson, Hermione Granger, Brendan Gleeson, Alastor ""Mad-Eye"" Moody, Robbie Coltrane, Rubeus Hagrid, Robert Pattinson, Cedric Diggory, Michael Gambon, Albus Dumbledore, David Tennant, Barty Crouch Junior, Miranda Richardson, Rita Skeeter",Harry Potter and the Goblet of Fire, Released, English,150000000,886742787,AU
12,Harry Potter and the Half-Blood Prince,7/15/2009,77,"Adventure, Fantasy","As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.","Daniel Radcliffe, Harry Potter, Rupert Grint, Ron Weasley, Emma Watson, Hermione Granger, Michael Gambon, Albus Dumbledore, Tom Felton, Draco Malfoy, Jim Broadbent, Horace Slughorn, Robbie Coltrane, Rubeus Hagrid, Alan Rickman, Severus Snape, Maggie Smith, Minerva McGonagall",Harry Potter and the Half-Blood Prince, Released, English,250000000,929411069,AU
12,Harry Potter and the Order of the Phoenix,7/11/2007,77,"Adventure, Fantasy, Mystery","Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.","Daniel Radcliffe, Harry Potter, Rupert Grint, Ron Weasley, Emma Watson, Hermione Granger, Imelda Staunton, Dolores Umbridge, Helena Bonham Carter, Bellatrix Lestrange, Robbie Coltrane, Rubeus Hagrid, Ralph Fiennes, Lord Voldemort, Michael Gambon, Albus Dumbledore, Jason Isaacs, Lucius Malfoy",Harry Potter and the Order of the Phoenix, Released, English,150000000,939619849,AU
12,Harry Potter and the Philosopher's Stone,11/29/2001,79,"Adventure, Fantasy","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizardâ€”with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deathsâ€”and about the villain who's to blame.","Daniel Radcliffe, Harry Potter, Rupert Grint, Ron Weasley, Emma Watson, Hermione Granger, Richard Harris, Albus Dumbledore, Tom Felton, Draco Malfoy, Alan Rickman, Severus Snape, Robbie Coltrane, Rubeus Hagrid, Maggie Smith, Minerva McGonagall, Richard Griffiths, Vernon Dursley",Harry Potter and the Philosopher's Stone, Released, English,125000000,976475550,AU
12,Harry Potter and the Prisoner of Azkaban,6/3/2004,80,"Adventure, Fantasy","Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.","Daniel Radcliffe, Harry Potter, Rupert Grint, Ron Weasley, Emma Watson, Hermione Granger, Robbie Coltrane, Rubeus Hagrid, Michael Gambon, Albus Dumbledore, Gary Oldman, Sirius Black, Alan Rickman, Severus Snape, Timothy Spall, Peter Pettigrew, David Thewlis, Remus Lupin",Harry Potter and the Prisoner of Azkaban, Released, English,130000000,789592708,AU
13,Hellbound: Hellraiser II,7/20/1989,64,"Horror, Thriller","Doctor Channard is sent a new patient, a girl warning of the terrible creatures that have destroyed her family, Cenobites who offer the most intense sensations of pleasure and pain. But Channard has been searching for the doorway to Hell for years, and Kirsty must follow him to save her father and witness the power struggles among the newly damned.","Ashley Laurence, Kirsty Cotton, Clare Higgins, Julia Cotton, Kenneth Cranham, Dr. Philip Channard / Channard Cenobite, Imogen Boorman, Tiffany, William Hope, Kyle MacRae, Sean Chapman, Frank Cotton, Doug Bradley, Pinhead, Barbie Wilde, Female Cenobite, Simon Bamford, â€˜Butterballâ€™ Cenobite",Hellbound: Hellraiser II, Released, English,3000000,12090735,AU
13,Hellraiser,10/8/2022,64,"Horror, Mystery","A young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites, a group of sadistic supernatural beings from another dimension.","Odessa A'zion, Riley, Jamie Clayton, The Priest, Adam Faison, Colin, Drew Starkey, Trevor, Brandon Flynn, Matt, Aoife Hinds, Nora, Jason Liles, The Chatterer, Yinka Olorunnife, The Weeper, Selina Lo, The Gasp",Hellraiser, Released, English,1000000,14575148,AU
13,Hellraiser,10/22/1987,69,"Horror, Thriller","After tinkering with a box he bought while abroad, sexual deviant Frank inadvertently opens a portal to hell, where fetish-demons led by Pinhead tear his body apart. When Frankâ€™s brother and his wife move into his house, a skeletal Frank appears to his sister-in-law and asks her to supply him with corpses for his regeneration.","Clare Higgins, Julia Cotton, Ashley Laurence, Kirsty Cotton, Sean Chapman, Frank Cotton, Oliver Smith, Frank the Monster, Andrew Robinson, Larry Cotton, Robert Hines, Steve, Doug Bradley, Pinhead, Grace Kirby, Female Cenobite, Nicholas Vince, Chattering Cenobite",Hellraiser, Released, English,1000000,14575148,AU
13,Hellraiser III: Hell on Earth,9/11/1992,56,Horror,"Pinhead is trapped in the Pillar of Souls. Fortunately for him it is bought by a young playboy who owns his own nightclub. Pinhead busies himself escaping by getting the playboy to lure victims to his presence so he can use their blood. Once free, he seeks to destroy the puzzle box so he need never return to Hell, but a female reporter is investigating the grisly murders and stands in his way.","Terry Farrell, Joanne 'Joey' Summerskill, Doug Bradley, Pinhead / Captain Elliot Spencer, Kevin Bernhardt, J.P. Monroe, Ken Carpenter, Daniel 'Doc' Fisher, Paula Marshall, Terri, Philip Hyland, Brad, Ashley Laurence, Kirsty Cotton, Sharon Ceccatti, Blond Nurse (as Sharon Hill), Peter Atkins, Rick the Barman / Cenobite",Hellraiser III: Hell on Earth, Released, English,5000000,12534961,US
13,Hellraiser: Bloodline,3/8/1996,52,"Horror, Science Fiction",Three generations of the same family deal with the consequences of unleashing the forces of hell.,"Bruce Ramsay, Phillip L'Merchant / John Merchant / Dr. Paul Merchant, Valentina Vargas, Angelique, Doug Bradley, Pinhead, Charlotte Chatton, Genevieve L'Merchant, Adam Scott, Jacques, Kim Myers, Bobbi Merchant, Mickey Cottrell, Duc de L'Isle, Louis Turenne, Auguste, Courtland Mead, Jack Merchant",Hellraiser: Bloodline, Released, English,4000000,16675000,US
13,Hellraiser: Deader,6/7/2005,46,"Horror, Mystery, Thriller","In London, after investigating crack addicted junkies for an article in her newspaper, Amy Klein watches a bizarre videotape where an underground group of youngsters in Bucharest apparently become zombies. Amy finds Marla dead with a puzzle cube in her hands. She brings the object to her hotel room, and opens it, beginning her journey to hell.","Kari Wuhrer, Amy Klein, Paul Rhys, Winter, Simon Kunz, Charles Richmond, Marc Warren, Joey, Georgina Rylance, Marla, Maria Pintea, Young Amy, Doug Bradley, Pinhead, Ionut Chermenski, Group Leader, MÄƒdÄƒlina Constantin, Anna",Hellraiser: Deader, Released, English,4000000,6411510.8,US
13,Hellraiser: Hellseeker,10/15/2002,49,"Horror, Thriller, Mystery","Kirsty Cotton is now all grown up and married. Her memory of the events that took place back at her parent's home and the mental institution have dimmed, but she is still traumatized. A fatal car crash kills Kirsty. Now, her husband finds himself in a strange world full of sexy women, greed and murder, making him believe that he is in hell.","Dean Winters, Trevor Gooden, Ashley Laurence, Kirsty Cotton, Rachel Hayward, Dr. Allison Dormer, Sarah-Jane Redmond, Gwen Stevens, Doug Bradley, Pinhead / Merchant, William S. Taylor, Det. Mike Lange, Ken Camroux-Taylor, Dr. Ambrose, Trevor White, Bret, Michael J Rogers, Detective Givens",Hellraiser: Hellseeker, Released, English,3000000,2862233.6,CA
13,Hellraiser: Hellworld,9/6/2005,48,"Horror, Thriller",Gamers who participate in an online role-playing game called Hellworld are invited to a rave whose host plans to show them all the truth behind the Cenobite mythos.,"Katheryn Winnick, Chelsea, Christopher Jacot, Jake, Henry Cavill, Mike, Khary Payton, Derrick, Anna Tolputt, Allison, Lance Henriksen, The Host, Doug Bradley, Pinhead, Stelian Urian, Adam, Catalina Alexandru, Sister Ursala",Hellraiser: Hellworld, Released, English,5000000,7522517,US
13,Hellraiser: Inferno,10/3/2000,54,"Horror, Thriller, Mystery","A shady police detective becomes embroiled in a strange world of murder, sadism and madness after being assigned a murder investigation against a madman known only as ""The Engineer"".","Craig Sheffer, Det. Joseph Thorne, Nicholas Turturro, Det. Tony Nenonen, James Remar, Dr. Paul Gregory, Noelle Evans, Melanie Thorne, Sasha Barrese, Daphne Sharp, Doug Bradley, Pinhead, Nicholas Sadler, Bernie, Lindsay Taylor, Chloe, Matt George, Leon Gaultier",Hellraiser: Inferno, Released, English,2000000,3148392.2,US
13,Hellraiser: Judgment,2/13/2018,51,Horror,"Detectives Sean and David Carter are on the case to find a gruesome serial killer terrorizing the city. Joining forces with Detective Christine Egerton, they dig deeper into a spiraling maze of horror that may not be of this world.","Damon Carney, Detective Sean Carter, Randy Wayne, Detective David Carter, Paul T. Taylor, Pinhead, Alexandra Harris, Detective Christine Egerton, Gary J. Tunnicliffe, The Auditor, Rheagan Wallace, Alison Carter, John Gulager, The Assessor, Helena Grace Donald, Jophiel, Heather Langenkamp, Landlady",Hellraiser: Judgment, Released, English,350000,426290,US
13,Hellraiser: Revelations,10/18/2011,36,Horror,"Two friends in Mexico discover the Lament Configuration and unleash Pinhead, but one decides to try to survive by swapping himself with someone else. Once they go missing, family members go in search of them, but find Pinhead instead.","Steven Brand, Dr. Ross Craven, Nick Eversman, Steven Craven, Tracey Fairaway, Emma Craven, Devon Sorvari, Sarah Craven, Stephan Smith Collins, Pinhead, Fred Tatasciore, Pinhead (voice), Jay Gillespie, Nico Bradley / Pseudo Pinhead, Sebastien Roberts, Peter Bradley, Sanny van Heteren, Kate Bradley",Hellraiser: Revelations, Released, English,350000,1240261.6,US
14,How to Train Your Dragon,3/25/2010,78,"Fantasy, Adventure, Animation, Family","As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast â€“ which he names Toothless â€“ much to the chagrin of his warrior father.","Jay Baruchel, Hiccup  Horrendous Haddock III (voice), Gerard Butler, Stoick the Vast (voice), Craig Ferguson, Gobber the Belch (voice), America Ferrera, Astrid Hofferson (voice), Jonah Hill, Snotlout Jorgenson (voice), Christopher Mintz-Plasse, Fishlegs Ingerman (voice), T.J. Miller, Tuffnut Thorston (voice), Kristen Wiig, Ruffnut Thorston (voice), David Tennant, Spitelout (voice)",How to Train Your Dragon, Released, English,165000000,494870992,AU
14,How to Train Your Dragon 2,6/9/2014,77,"Fantasy, Action, Adventure, Animation, Comedy, Family","Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.","Jay Baruchel, Hiccup (voice), Cate Blanchett, Valka (voice), Gerard Butler, Stoick (voice), Craig Ferguson, Gobber (voice), America Ferrera, Astrid (voice), Jonah Hill, Snotlout (voice), Christopher Mintz-Plasse, Fishlegs (voice), T.J. Miller, Tuffnut (voice), Kristen Wiig, Ruffnut (voice)",How to Train Your Dragon 2, Released, English,145000000,614586270,AU
14,How to Train Your Dragon: The Hidden World,1/3/2019,78,"Animation, Family, Adventure","As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothlessâ€™ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccupâ€™s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.","Jay Baruchel, Hiccup (voice), America Ferrera, Astrid (voice), F. Murray Abraham, Grimmel (voice), Cate Blanchett, Valka (voice), Gerard Butler, Stoick (voice), Craig Ferguson, Gobber (voice), Jonah Hill, Snotlout (voice), Christopher Mintz-Plasse, Fishlegs (voice), Kristen Wiig, Ruffnut (voice)",How to Train Your Dragon: The Hidden World, Released, English,129000000,521533238,AU
15,Indiana Jones and the Dial of Destiny,6/30/2023,0,"Adventure, Action","Finding himself in a new era, approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.","Harrison Ford, Indiana Jones, Phoebe Waller-Bridge, Helena Shaw, Mads Mikkelsen, Doctor JÃ¼rgen Voller, Antonio Banderas, Renaldo, John Rhys-Davies, Sallah, Toby Jones, Basil Shaw, Boyd Holbrook, Klaber, Shaunette RenÃ©e Wilson, Agent Mason, Thomas Kretschmann, Colonel Weber",Indiana Jones and the Dial of Destiny, Post Production, English,294700000,1240261.6,US
15,Indiana Jones and the Kingdom of the Crystal Skull,5/22/2008,60,"Adventure, Action","Set during the Cold War, the Sovietsâ€”led by sword-wielding Irina Spalkoâ€”are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friendâ€”and Indy's colleagueâ€”Professor Oxley has been captured for his knowledge of the skull's whereabouts.","Harrison Ford, Indiana Jones, Cate Blanchett, Irina Spalko, Karen Allen, Marion Ravenwood, Shia LaBeouf, Mutt Williams, Ray Winstone, 'Mac' George Michale, John Hurt, Professor Oxley, Jim Broadbent, Charles Stanforth, Igor Jijikine, Dovchenko, Dimitri Diatchenko, Russian Suit",Indiana Jones and the Kingdom of the Crystal Skull, Released, English,185000000,786635413,AU
15,Indiana Jones and the Last Crusade,6/8/1989,78,"Adventure, Action","In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!","Harrison Ford, Indiana Jones, Sean Connery, Henry Jones, Denholm Elliott, Marcus Brody, Alison Doody, Elsa Schneider, John Rhys-Davies, Sallah, Julian Glover, Walter Donovan, River Phoenix, Young Indy (1912), Michael Byrne, Vogel, Kevork Malikyan, Kazim",Indiana Jones and the Last Crusade, Released, English,48000000,474171806,AU
15,Indiana Jones and the Temple of Doom,7/19/1984,73,"Adventure, Action","After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees â€“ and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.","Harrison Ford, Indiana Jones, Kate Capshaw, Willie Scott, Ke Huy Quan, Short Round, Amrish Puri, Mola Ram, Roshan Seth, Chattar Lal, Philip Stone, Phillip Blumburtt, Roy Chiao, Lao Che, David Yip, Wu Han, Ric Young, Kao Kan",Indiana Jones and the Temple of Doom, Released, English,28000000,333080271,AU
16,Insidious,5/12/2011,69,"Horror, Thriller","A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.","Patrick Wilson, Josh Lambert, Rose Byrne, Renai Lambert, Barbara Hershey, Lorraine Lambert, Ty Simpkins, Dalton Lambert, Lin Shaye, Elise Rainier, Leigh Whannell, Specs, Angus Sampson, Tucker, Andrew Astor, Foster Lambert, Corbett Tuck, Nurse Adele / Doll Girl #2",Insidious, Released, English,1500000,99870886,AU
16,Insidious: Chapter 2,10/31/2013,67,"Horror, Thriller",The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,"Patrick Wilson, Josh Lambert, Rose Byrne, Renai Lambert, Lin Shaye, Elise Rainier, Ty Simpkins, Dalton Lambert, Barbara Hershey, Lorraine Lambert, Steve Coulter, Carl, Leigh Whannell, Specs, Angus Sampson, Tucker, Andrew Astor, Foster Lambert",Insidious: Chapter 2, Released, English,5000000,161000000,AU
16,Insidious: Chapter 3,5/28/2015,63,"Horror, Thriller, Mystery","A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.","Stefanie Scott, Quinn Brenner, Lin Shaye, Elise Rainier, Dermot Mulroney, Sean Brenner, Leigh Whannell, Specs, Angus Sampson, Tucker, Steve Coulter, Carl, Hayley Kiyoko, Maggie, Tom Gallop, Dr. Henderson, Tate Berney, Alex Brenner",Insidious: Chapter 3, Released, English,10000000,112983889,US
16,Insidious: The Last Key,1/5/2018,62,"Horror, Mystery, Thriller","Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a manâ€™s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her familyâ€™s old home.","Lin Shaye, Elise Rainier, Angus Sampson, Tucker, Leigh Whannell, Specs, Josh Stewart, Gerald Rainier, Caitlin Gerard, Imogen Rainier, Spencer Locke, Melissa Rainier, Hana Hayes, Teenage Elise Rainier, Tessa Ferrer, Audrey Rainier, Kirk Acevedo, Ted Garza",Insidious: The Last Key, Released, English,10000000,172811971,US
16,Insidious: The Red Door,7/7/2023,0,"Horror, Thriller","Ten years after he first ventured into the Further, Josh Lambert heads east to drop his son Dalton off at an idyllic, ivy-covered university. However, Dalton's college dream becomes a nightmare when the repressed demons of his past suddenly resurface.","Patrick Wilson, Josh Lambert, Ty Simpkins, Dalton Lambert, Rose Byrne, Renai Lambert, Lin Shaye, Elise, Peter Dager, , Hiam Abbass, , Sinclair Daniel, ",Insidious: The Red Door, Post Production, English,244940000,175269998.8,US
17,Jaws,11/26/1975,77,"Horror, Thriller, Adventure","When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.","Roy Scheider, Police Chief Martin Brody, Robert Shaw, Quint, Richard Dreyfuss, Matt Hooper, Murray Hamilton, Mayor Larry Vaughn, Lorraine Gary, Ellen Brody, Jay Mello, Sean Brody, Jeffrey Kramer, Deputy Leonard 'Lenny' Hendricks, Carl Gottlieb, Ben Meadows, Susan Backlinie, Christine 'Chrissie' Watkins",Jaws, Released, English,12000000,482947378,AU
